Stories,FinSqft,Bedrms,Baths,LotSize,SaleDate,month,SalePrice,Ald,Age,FullBase,Attic,FIREPLACE,AIR_CONDITIONING,Garage,X,Y
1.5,1960,5,2,6784,2012,6,150000,11,51,1,0,0,1,1,2538495.497,368584.4388
1.5,1947,3,2,5712,2012,12,146000,11,55,1,0,0,1,0,2540280.701,365973.7024
2,1946,4,2,4838,2012,7,144500,11,55,1,0,0,0,1,2536412.575,370151.455
2,1925,4,2,9546,2012,7,148000,11,58,1,0,0,1,1,2535418.12,369555.5794
1.5,1846,4,2,6528,2012,4,135000,11,56,1,0,0,1,1,2538504.883,367853.3378
2,1728,6,2,9106,2012,4,146500,11,58,1,0,0,1,1,2542544.916,361838.5604
1.5,1697,4,2,4900,2012,3,94000,11,57,1,0,0,1,1,2536870.382,369637.0254
2,1671,3,2,7208,2012,1,100000,11,58,1,0,0,1,1,2538107.832,368813.9188
1.5,1669,3,2,4920,2012,6,139000,11,62,1,0,1,1,1,2542125.867,367215.9923
2,2225,4,2,5400,2012,2,120000,11,80,1,0,0,0,1,2541445.451,368543.5064
2,2225,4,2,5400,2012,6,150000,11,80,1,0,0,0,1,2541445.451,368543.5064
1.5,1636,4,2,9750,2012,5,159300,11,70,1,0,1,1,1,2535507.648,361210.4806
2,2274,4,2,8300,2012,7,90000,11,147,0,0,0,0,1,2538691.149,359522.2926
1,2067,3,1,4960,2012,1,144900,11,83,1,1,0,1,1,2543439.258,368464.5277
1,1913,4,2,5520,2012,2,185000,11,84,1,1,0,0,1,2542925.128,367712.8776
1,1865,3,1.5,4836,2012,10,139500,11,83,1,1,0,1,1,2545241.338,367496.2352
1,1653,4,2,4960,2012,6,170700,11,83,1,1,0,1,1,2541923.806,368391.3907
1,1452,4,1.5,4800,2012,5,110000,11,84,1,1,0,1,1,2544216.121,366969.5898
1,1121,3,1.5,8100,2012,3,88000,11,84,1,1,0,1,1,2535256.488,369093.7232
1,1026,2,1,5400,2012,8,90000,11,87,1,1,0,1,1,2547439.004,364236.6101
1,1952,3,2,8450,2012,6,195900,11,50,1,0,1,1,1,2533768.756,362573.327
1,1727,3,2,11440,2012,3,192400,11,59,1,0,0,1,0,2529226.474,361281.0657
1,1717,3,2,8400,2012,12,206000,11,33,1,0,1,1,1,2534895.507,360882.2214
1,1581,3,2,7800,2012,7,200000,11,25,1,0,1,1,1,2534636.487,361192.5767
1,1524,3,2,8816,2012,6,156000,11,54,1,0,0,1,1,2528789.785,364587.0904
1,1519,3,1.5,10188,2012,9,130000,11,54,1,0,0,1,1,2528546.189,364522.6821
1,1506,3,1.5,7200,2012,4,175000,11,44,1,0,1,1,1,2525849.322,361650.193
1,1501,3,1,6200,2012,9,142000,11,60,1,0,0,1,1,2545561.47,367931.5418
1,1484,3,1.5,7200,2012,8,169900,11,42,1,0,1,1,1,2525731.375,361646.7354
1,1455,3,1,5400,2012,3,126500,11,61,1,0,1,1,1,2546459.395,364545.8684
1,1392,3,1,4998,2012,9,114900,11,57,1,0,0,1,1,2536983.181,369941.1465
1,1382,2,1,12035,2012,8,150000,11,56,1,0,2,1,1,2540653.023,370280.2967
1,1354,3,1.5,7524,2012,10,135000,11,54,0,0,0,1,1,2533899.94,360489.36
1,1342,3,1.5,6840,2012,6,139900,11,50,1,0,0,1,1,2529998.272,365215.7039
1,1334,3,2.5,4920,2012,4,115000,11,56,1,0,0,1,1,2547421.725,365971.2903
1,1305,2,1,8250,2012,7,133500,11,60,1,0,0,1,1,2542078.197,370328.0444
1,1304,2,2,9864,2012,4,169900,11,54,1,0,0,1,1,2528792.183,364932.3355
1,1296,3,1,5445,2012,5,103500,11,59,0,0,0,1,1,2538182.753,364672.0341
1,1292,4,1.5,6750,2012,5,142000,11,48,1,0,0,1,1,2527669.097,363531.6251
1,1240,2,2,13600,2012,9,152900,11,55,1,0,1,1,1,2527040.558,364130.5572
1,1235,3,1.5,6650,2012,7,149900,11,53,1,0,0,1,1,2529208.82,364109.1354
1,1232,3,1.5,8253,2012,3,155900,11,45,1,0,0,1,1,2527370.255,361464.3677
1,1227,3,1.5,8190,2012,11,147500,11,52,1,0,0,0,1,2528566.804,365048.8639
1,1216,3,1,6968,2012,11,124000,11,60,1,0,0,1,1,2541441.275,369514.635
1,1210,3,1.5,7040,2012,10,126000,11,58,1,0,0,1,1,2540326.293,365552.7473
1,1201,3,1.5,5700,2012,7,156800,11,52,1,0,0,1,1,2535179.048,362683.4729
1,1191,3,1.5,7320,2012,8,117500,11,54,1,0,0,0,1,2531981.192,364586.8781
1,1186,3,1.5,7965,2012,8,135000,11,52,1,0,0,0,1,2528934.178,364028.6312
1,1181,2,1,4960,2012,9,106000,11,61,1,0,1,1,1,2545233.352,367952.2261
1,1181,3,1.5,6664,2012,5,147000,11,53,1,0,0,1,1,2535159.466,362906.5621
1,1172,3,1.5,6120,2012,9,136900,11,51,1,0,0,1,1,2532161.506,361492.6508
1,1172,3,1.5,4876,2012,4,160000,11,49,1,0,0,1,1,2529487.375,361409.9837
1,1166,3,2,7500,2012,3,125000,11,57,1,0,0,1,1,2539622.409,364684.0724
1,1158,3,1,9940,2012,9,141500,11,59,1,0,0,1,1,2536919.523,364916.884
1,1158,3,1,8064,2012,5,113000,11,58,0,0,1,1,0,2535071.322,363710.1527
1,1157,3,2.5,6681,2012,9,171000,11,46,1,0,0,1,1,2527042.724,361840.3714
1,1156,3,1.5,7000,2012,11,118500,11,49,1,0,0,1,1,2529480.495,364990.0581
1,1137,3,1.5,8640,2012,6,121000,11,55,1,0,0,1,1,2532772.758,364858.025
1,1128,3,1.5,8100,2012,4,134900,11,48,1,0,1,0,1,2526571.627,362961.4226
1,1126,3,2.5,8100,2012,1,145000,11,48,1,0,0,1,1,2526571.128,363021.2046
1,1122,3,1,4800,2012,12,78000,11,53,1,0,0,0,0,2526034.55,366096.429
1,1122,3,1,6700,2012,10,152000,11,53,1,0,0,1,1,2531008.338,364261.8513
1,1120,3,1,5500,2012,6,120000,11,58,1,0,0,1,1,2537793.999,363971.5099
1,1114,3,1.5,7320,2012,12,147500,11,54,1,0,0,1,1,2531979.041,364831.4029
1,1114,3,1.5,8700,2012,9,133500,11,54,1,0,0,1,1,2532774.352,364617.276
1,1110,3,1.5,6600,2012,7,149000,11,47,1,0,0,0,1,2527034.464,363020.0405
1,1109,3,1.5,5628,2012,10,109900,11,49,1,0,0,0,1,2531203.497,364109.0624
1,1107,3,2,10000,2012,3,137500,11,42,1,0,0,1,1,2527222.374,364596.409
1,1088,2,1.5,8100,2012,2,117500,11,61,1,0,0,1,1,2535586.738,369044.5827
1,1079,3,1,8100,2012,8,137000,11,54,1,0,0,0,1,2531102,364617.5932
1,1076,3,2,7744,2012,10,149900,11,58,1,0,1,1,1,2538841.427,365530.1975
1,1073,3,1,7875,2012,3,110000,11,56,1,0,0,1,1,2533634.116,364034.8088
1,1073,3,1,10008,2012,9,155000,11,58,1,0,0,0,1,2542186.159,363190.4192
1,1073,3,1,9850,2012,6,61000,11,56,1,0,0,1,1,2533399.434,359922.5901
1,1070,3,1,6545,2012,6,152500,11,56,1,0,0,0,1,2534837.881,364780.8955
1,1070,3,1,6500,2012,5,120100,11,58,1,0,0,1,1,2534476.873,364456.6549
1,1065,3,1,6450,2012,4,127500,11,58,1,0,0,1,1,2540586.658,360380.9105
1,1064,3,2,6500,2012,10,157500,11,48,1,0,0,1,1,2527184.001,363476.5433
1,1057,3,1.5,6840,2012,7,115000,11,47,1,0,0,1,1,2526036.387,365616.0129
1,1055,2,2,7590,2012,6,150000,11,54,1,0,0,1,1,2533798.058,363802.2079
1,1052,2,2,7316,2012,9,115000,11,53,1,0,0,1,1,2534716.371,361609.5797
1,1050,3,1,7874,2012,12,96400,11,56,1,0,0,1,1,2535630.584,362183.7435
1,1050,3,1,8174,2012,4,98000,11,54,1,0,0,1,1,2529552.986,361891.0566
1,1038,3,1.5,6758,2012,10,114900,11,55,1,0,0,1,1,2537587.406,368203.9821
1,1034,3,1,8440,2012,5,112000,11,58,1,0,0,1,1,2538066.194,370135.7791
1,1033,3,1,4880,2012,12,117900,11,53,1,0,0,1,1,2537746.905,370511.4624
1,1033,3,1,6800,2012,6,128000,11,56,1,0,0,1,1,2540288.587,365274.9953
1,1023,2,2,6384,2012,9,147600,11,55,1,0,0,1,1,2537180.482,368381.4913
1,1020,3,1.5,6188,2012,6,120000,11,57,1,0,0,1,1,2539176.968,361961.0339
1,1018,3,1,6720,2012,7,133500,11,54,1,0,0,1,1,2531541.203,365360.1471
1,1016,3,1,8978,2012,11,127500,11,52,1,0,0,1,1,2529309.794,363920.3868
1,1013,3,1,8352,2012,10,125000,11,58,1,0,0,1,1,2539787.483,369214.5073
1,1013,3,1,6240,2012,4,82000,11,59,0,0,0,1,1,2539154.131,367900.4191
1,1013,3,1,6240,2012,3,62500,11,59,0,0,0,0,1,2539068.998,367580.5472
1,1013,3,1,6240,2012,7,103500,11,57,0,0,0,0,1,2539421.687,369101.5037
1,1013,2,1.5,6240,2012,5,101600,11,57,1,0,0,1,1,2538899.313,369090.481
1,1013,3,1,7370,2012,11,88000,11,58,1,0,0,0,1,2534943.335,367607.5534
1,1004,3,1,7440,2012,7,145000,11,53,1,0,0,0,1,2530204.627,361907.6632
1,1001,3,1.5,7200,2012,9,125000,11,54,1,0,0,1,1,2532433.067,364138.9171
1,988,3,1,6700,2012,10,122900,11,57,1,0,0,1,1,2531018.578,362939.7012
1,985,3,1,7320,2012,9,84000,11,59,0,0,0,1,1,2535514.627,367199.6115
1,984,3,1.5,5550,2012,9,114500,11,57,1,0,0,1,1,2537277.237,369900.0654
1,972,3,2,5750,2012,6,166000,11,57,1,0,0,1,1,2535498.39,364691.0419
1,957,2,1,8064,2012,11,47500,11,53,1,0,0,0,1,2528376.929,365372.8304
1,946,3,1,7600,2012,8,129900,11,52,1,0,0,1,1,2525557.146,365355.9896
1,941,3,1,7383,2012,8,128000,11,56,1,0,0,1,1,2533629.297,360439.8356
1,936,3,1,7950,2012,12,108000,11,53,1,0,0,1,1,2525551.983,365654.4402
1,936,3,1,9412,2012,3,85500,11,54,1,0,0,1,1,2531654.864,362266.4981
1,931,3,1.5,6273,2012,9,129400,11,52,1,0,0,1,1,2540719.158,360074.2087
1,924,2,1.5,5250,2012,8,125000,11,73,1,0,0,1,1,2542598.662,367445.5886
1,922,3,1,8520,2012,10,71800,11,59,0,0,0,0,1,2536986.472,365271.4749
1,919,2,1,6912,2012,11,115000,11,56,1,0,0,0,1,2534682.378,364908.1505
1,915,3,1,7371,2012,7,115200,11,55,1,0,0,1,1,2532580.866,365096.8299
1,906,3,1.5,6800,2012,10,121500,11,59,1,0,0,1,1,2540180.514,363068.2652
1,893,2,1,6240,2012,1,87500,11,62,1,0,0,1,1,2540577.182,369193.4981
1,886,2,1,6600,2012,10,82000,11,59,1,0,0,1,1,2539273.931,367759.7416
1,882,3,1.5,5576,2012,5,95000,11,58,1,0,0,1,1,2539462.884,367572.9194
1,879,3,1.5,8555,2012,7,100000,11,59,1,0,0,1,1,2537300.293,365629.6855
1,879,3,1.5,8442,2012,7,87700,11,59,1,0,0,1,1,2536739.895,365453.8142
1,876,3,1,6270,2012,10,114700,11,56,1,0,0,1,1,2539425.506,359610.5525
1,867,2,1,5000,2012,2,68000,11,61,1,0,1,0,1,2546388.583,368854.1667
1,867,3,1.5,5500,2012,6,68000,11,57,1,0,0,0,1,2536277.443,369062.5916
1,867,2,1.5,5500,2012,11,86400,11,58,1,0,0,0,1,2536568.814,366216.1698
1,864,3,1,6700,2012,7,90600,11,59,0,0,0,1,1,2536180.305,364659.0344
1,862,2,1,5292,2012,9,59900,11,63,1,0,0,1,1,2541580.242,369299.0573
1,858,2,1,5040,2012,3,122000,11,73,1,0,0,1,1,2542768.215,368869.2539
1,819,2,1,5060,2012,1,83000,11,64,1,0,0,1,1,2543250.29,370210.8283
1,793,2,1,4838,2012,9,110000,11,57,1,0,0,1,1,2536412.117,370192.4453
1,776,2,1,4920,2012,9,90000,11,62,1,0,0,1,1,2542119.553,367816.0441
1,762,2,1,4953,2012,1,112000,11,70,1,0,0,1,1,2543247.366,368958.7423
1,759,2,1,3600,2012,9,89000,11,60,1,0,0,1,1,2546867.497,368798.6874
1,740,2,1,7980,2012,9,90000,11,75,1,0,0,1,1,2528704.013,362643.2529
1,726,2,1,5760,2012,9,66500,11,63,0,0,0,0,1,2541442.444,368845.0712
1,726,2,1,5760,2012,8,70000,11,63,0,0,0,0,1,2541439.634,369082.4302
1,672,2,1,6480,2012,3,96500,11,56,1,0,0,1,1,2541950.225,361088.351
2,2733,3,2,7680,2012,2,190000,11,84,1,0,0,0,1,2543565.512,368437.4078
1,1822,4,2,4640,2012,4,196900,11,82,1,1,0,1,1,2543449.081,367384.734
1.5,870,2,1,8280,2012,9,75000,11,80,1,0,0,1,1,2531696.989,363964.4946
1,1845,4,2,8100,2012,5,175000,11,54,1,0,1,1,1,2535472.884,362186.5386
2,3355,6,5,9144,2012,6,222000,11,22,1,0,0,1,1,2527008.313,363611.7989
2,2409,6,3,16764,2012,9,200000,11,46,1,0,0,0,1,2530786.278,366152.7657
2,2176,6,3,8083,2012,2,183500,11,48,1,0,0,1,1,2528636.369,361565.6442
2,2200,4,1.5,7200,2012,10,200000,11,81,1,0,0,0,1,2546913.748,365975.7244
2,1892,4,2,3720,2012,4,80000,12,2,1,0,0,1,1,2554672.51,372089.4128
2,1848,4,2,4230,2012,4,94000,12,1,1,0,0,1,1,2554706.415,374427.8766
2,1848,4,2,4290,2012,3,83000,12,3,1,0,0,1,1,2552122.75,372813.12
1.5,1364,4,1,3500,2012,12,65000,12,115,1,0,0,0,1,2558353.622,379047.3401
1,937,2,1,4080,2012,5,17500,12,127,1,0,0,0,1,2556582.075,376931.8469
1,740,3,1,1375,2012,9,14000,12,128,1,1,0,0,0,2554538.727,378923.5581
2,2998,6,2,4200,2012,9,58000,12,106,1,0,0,0,1,2554710.922,377248.9851
2,2117,5,2,3300,2012,3,54500,12,103,1,0,0,0,0,2551900.39,373601.35
2,2052,4,2,3720,2012,4,80000,12,103,1,0,0,0,0,2554215.743,371458.9298
2,2032,6,2,3600,2012,4,80000,12,89,1,0,0,0,1,2554690.315,370569.7948
1,1872,5,3,4875,2012,1,96000,12,87,1,1,0,1,0,2553167.492,369278.1025
2,1840,5,2,2550,2012,9,73800,12,142,1,0,0,0,0,2552989.814,375122.48
2,1796,4,2,3600,2012,7,44000,12,94,1,0,0,0,0,2551650.001,374265.7901
1.5,1445,4,2,4000,2012,5,90000,12,127,1,0,0,0,1,2557884.727,379362.0514
1,1870,5,2,4120,2012,6,58774,12,119,1,1,0,0,1,2552718.097,372676.6067
1.5,1828,5,2,3750,2012,7,32000,12,122,1,0,0,0,0,2551822.234,378428.7354
1,1575,5,2,4140,2012,8,65000,12,109,1,1,0,0,1,2553668.371,369792.5775
2,1455,5,2,3000,2012,12,62000,12,117,1,0,0,1,1,2552413.554,373864.4065
1,1588,4,1,2820,2012,3,90000,12,82,1,1,0,0,1,2552895.628,369881.7025
1.5,2315,5,2.5,4375,2012,7,80000,12,72,1,0,0,0,1,2551613.991,379168.8972
2,2141,3,1.5,2650,2012,12,190000,12,122,1,0,0,1,0,2557376.049,378700.1638
1,1860,3,1,3125,2012,4,25000,12,99,1,0,0,0,0,2554211.708,371901.6942
1,1118,3,1,3000,2012,4,65000,12,110,1,1,0,0,1,2552413.515,374165.291
1,976,4,1,2500,2012,9,29000,12,126,1,1,0,1,0,2554715.657,378208.3031
1,2475,4,1.5,21780,2012,4,214000,13,57,1,1,1,1,1,2550283.635,358638.9828
1.5,2103,4,2.5,7700,2012,8,215000,13,23,1,0,1,1,1,2549939.729,349876.3616
1.5,1822,4,2.5,5408,2012,7,162000,13,61,1,0,0,1,1,2552766.371,364183.6388
1,1638,3,2,5192,2012,6,147500,13,61,1,1,0,1,1,2553402.43,363436.5022
1,1619,4,2,4840,2012,6,156500,13,57,1,1,0,1,1,2558596.668,359454.8009
1,1601,3,2,11970,2012,7,210000,13,36,1,1,1,0,1,2550815.258,350005.1667
1,1453,4,2,6450,2012,2,43000,13,61,1,1,0,1,1,2550404.855,363263.8986
1,1453,4,2,6450,2012,7,139900,13,61,1,1,0,1,1,2550404.855,363263.8986
1,1443,3,2,4840,2012,2,149900,13,74,1,1,0,1,1,2559240.625,359558.47
1,1436,3,1,8280,2012,5,140000,13,71,1,1,1,1,1,2562303.235,357318.7822
1,1421,3,1.5,9000,2012,6,160000,13,66,1,1,0,1,1,2556866.244,352726.8143
1,1398,4,2,4760,2012,9,130000,13,63,1,1,0,1,1,2553429.993,362731.2624
1,1379,3,2,7200,2012,8,148000,13,59,1,1,1,1,1,2561308.759,359867.9312
1,1373,3,1,7020,2012,11,132000,13,59,1,1,0,1,1,2558260.562,362426.8351
1,1348,4,2,5130,2012,12,126175,13,65,1,1,0,1,1,2551154.818,363017.5807
1,1347,2,1,5544,2012,6,140000,13,62,1,1,0,1,1,2562291.67,358135.7007
1.5,1338,3,1.5,5040,2012,7,164900,13,73,1,0,0,0,1,2559896.959,359531.6229
1,1327,3,1,5289,2012,4,52500,13,63,1,1,0,1,1,2554080.693,363703.7452
1,1327,3,1,5289,2012,7,118450,13,63,1,1,0,1,1,2554080.693,363703.7452
1,1326,3,2,4800,2012,1,85000,13,63,1,1,0,1,1,2550180.883,366099.1175
1,1321,4,2,5400,2012,10,142000,13,65,1,1,0,1,1,2551331.855,363019.8972
1,1300,3,1.5,5805,2012,7,136000,13,61,1,1,0,1,1,2550098.382,362147.0076
1,1294,3,1,4760,2012,5,126000,13,65,1,1,0,1,1,2552008.335,363170.8044
1,1292,4,1,4720,2012,3,80000,13,65,1,1,0,0,1,2552464.088,362997.4271
1,1291,3,1,7500,2012,4,159000,13,71,1,1,1,1,1,2559953.058,359817.5049
1.5,1276,3,2,4800,2012,1,148000,13,65,1,0,0,1,1,2553450,362191.485
1,1243,3,1.5,21000,2012,9,169900,13,57,1,1,0,1,1,2551417.78,349690.8334
1,1240,3,1,4800,2012,8,110000,13,63,1,1,0,1,1,2549725,366099.435
1,1227,4,2,6000,2012,3,144000,13,72,1,1,1,1,1,2562098.431,357159.4091
1,1227,3,1,6450,2012,6,144900,13,53,1,1,1,1,1,2551142.373,355838.6275
1,1190,3,1,8772,2012,3,117000,13,62,1,0,0,0,1,2550415.731,362208.0297
1,1184,4,1.5,4884,2012,9,117000,13,64,1,1,0,1,1,2559643.916,357156.2341
1,1183,3,1,4753,2012,1,103500,13,63,1,1,0,0,1,2552953.75,364018.095
1,1154,3,2,6069,2012,5,109900,13,64,1,1,0,1,1,2553431.681,362685.8612
1,1152,3,1,6390,2012,8,118300,13,65,1,1,0,0,1,2560558.374,360705.9147
1,1141,3,2.5,6150,2012,3,83000,13,62,1,1,0,1,1,2554096.316,362366.4535
1,1137,3,1,4800,2012,4,110000,13,66,1,1,0,1,1,2557392.647,361027.0877
1,1131,4,2,6500,2012,12,165000,13,54,1,1,0,1,0,2559207.23,358179.6972
1,1120,3,1,4704,2012,4,120000,13,63,1,1,0,1,1,2552951.75,364067.47
1,1117,3,1,6000,2012,11,131000,13,61,1,1,0,1,1,2561418.991,357695.7287
1,1090,3,2,8050,2012,8,120000,13,57,1,1,0,1,1,2558502.747,358209.5618
1,1045,3,1,6000,2012,9,115500,13,61,1,1,0,0,1,2559384.269,358131.8681
1,1036,2,1,6450,2012,7,95000,13,48,1,0,0,0,1,2550957.884,355377.3201
1,1027,3,1,4800,2012,9,135900,13,70,0,1,1,1,1,2558415.125,359533.36
1,1025,2,1,6150,2012,9,116500,13,55,1,0,0,1,1,2557325.574,357932.4443
1,1008,3,1,5016,2012,5,100000,13,69,1,1,0,0,1,2552639.453,363602.2096
1,1008,3,1,4840,2012,6,94900,13,69,1,1,0,1,1,2551688.046,362046.2266
1,979,3,1,5400,2012,3,80000,13,63,1,1,0,1,1,2550881.131,362015.6655
1,923,3,1,5375,2012,8,90500,13,65,1,1,0,1,1,2551800.038,366507.827
1,922,2,1.5,5336,2012,10,92500,13,77,1,0,0,0,1,2562274.733,358683.5247
1,836,2,1,4680,2012,1,125000,13,61,1,0,0,1,1,2552982.276,362565.4959
1,826,2,1,4800,2012,7,83800,13,59,1,0,0,0,1,2557915.287,359988.4731
1,825,2,1,4956,2012,7,98000,13,61,1,0,0,1,1,2552462.333,363785.6702
1,805,2,1,6550,2012,7,89900,13,64,1,0,0,1,1,2562612.37,357878.7246
1,791,2,1,6720,2012,7,65000,13,56,1,0,0,0,1,2555098.592,360427.1366
2,2669,5,2.5,8970,2012,10,242000,13,15,1,0,0,1,1,2550518.25,354727.625
2,2271,4,3.5,16632,2012,11,258000,13,9,1,0,1,1,1,2560726.999,359464.7223
2,2073,5,1.5,6600,2012,1,164900,13,44,1,0,0,1,1,2561830.686,356906.5388
2,2009,3,1.5,21133,2012,9,242000,13,23,1,0,1,1,1,2552556.824,350983.7188
2,1895,3,1.5,11250,2012,6,186500,13,28,1,0,1,1,1,2552060.358,349296.0033
2,1856,2,3,4800,2012,5,180000,13,22,1,0,1,1,1,2558053.485,360030.8749
2,1850,3,3,7250,2012,2,187500,13,18,1,0,0,1,1,2554108.412,352641.1083
2,1769,3,1.5,8449,2012,6,205000,13,35,1,0,1,1,1,2550330.159,349218.4612
2,1714,3,1.5,6250,2012,12,145000,13,74,0,0,0,1,1,2560599.666,357638.158
2,1636,3,1.5,6165,2012,3,149900,13,18,1,0,2,1,1,2561627.629,357540.1564
2,1569,3,1.5,5940,2012,8,126850,13,74,1,0,1,1,1,2560057.25,358625.515
2,1468,3,1.5,6450,2012,4,150000,13,72,1,0,0,1,1,2550828.134,355425.2751
2,1404,3,1.5,5640,2012,3,136000,13,63,1,0,0,1,1,2551036.264,363122.2027
2,1300,3,1.5,4641,2012,4,119900,13,64,1,0,0,1,1,2552781.064,362843.6036
2,1144,2,1,5400,2012,6,88000,13,72,1,0,0,1,1,2550631.759,366145.235
2,2352,4,2.5,3000,2012,6,128000,13,54,1,0,0,0,1,2552753.464,365127.3919
2,2293,6,2,7500,2012,8,160000,13,53,1,0,0,1,1,2553710,357260.89
2,2237,6,2,5500,2012,5,108500,13,55,1,0,0,0,0,2551563.875,358082.6376
1.5,2232,4,2.5,7320,2012,10,162500,13,60,1,0,0,1,1,2561423.262,359875.3759
2,2224,5,2.5,6000,2012,5,160000,13,55,1,0,0,1,1,2549797.944,362000.378
1.5,2158,5,3.5,7858,2012,11,150000,13,45,1,0,0,1,1,2558714.293,346775.0536
2,2111,4,2,5085,2012,6,150000,13,68,1,0,0,1,1,2559692.403,360674.6884
2,2098,6,2,6161,2012,7,154000,13,55,1,0,0,1,1,2551013.525,361517.5641
2,2090,4,2,8910,2012,6,145000,13,60,1,0,0,0,1,2560930.788,357737.4003
1.5,2016,5,2,7150,2012,8,143000,13,56,1,0,0,0,1,2550304.44,356319.5984
1.5,1991,5,2,7140,2012,2,137500,13,53,1,0,0,1,1,2550696.329,359802.0124
1.5,1738,4,3,6519,2012,7,135000,13,53,1,0,0,1,1,2553893.235,355502.601
1.5,1650,4,2,4800,2012,8,107500,13,59,1,0,0,1,1,2549552.043,365583.8593
1.5,1616,3,2,4800,2012,6,115000,13,60,1,0,0,1,1,2549866.748,365860.0625
2,1536,4,2,6708,2012,6,35500,13,58,1,0,0,0,0,2550400.134,363720.6501
1.5,1518,4,2,4800,2012,1,99900,13,57,1,0,0,0,1,2549562.985,364824.9496
1,1497,3,2,4708,2012,7,110000,13,64,1,1,1,1,1,2552965.508,363431.1306
2,2230,6,2,5880,2012,1,158000,13,92,1,0,0,0,1,2553765.063,361896.2617
1.5,1596,4,2,9568,2012,12,180500,13,114,1,0,0,0,1,2559119.81,363538.4574
1.5,1397,4,2,3540,2012,3,137000,13,82,1,0,0,1,1,2553356.759,365706.5873
1.5,1919,5,1.5,11758,2012,6,90000,13,125,1,0,0,1,0,2561328.865,357458.467
1.5,1660,4,2,5000,2012,7,165000,13,89,1,0,0,1,1,2560409.399,357818.8599
1,1653,4,2,3600,2012,7,110000,13,89,1,1,0,0,1,2553339.01,367650.7276
1,1462,3,1,4800,2012,6,132500,13,83,1,1,0,1,1,2559219.252,360478.5175
1,1348,4,1,4856,2012,11,137000,13,86,1,1,0,1,1,2560274.936,361490.4258
1,1333,3,2,4800,2012,12,116500,13,83,1,1,0,1,1,2558257.382,360352.0726
1,1333,2,2,8532,2012,8,88500,13,90,1,1,0,1,0,2560981.215,359441.5081
1,1192,3,1,4200,2012,11,102000,13,86,1,1,0,0,1,2553039.14,366607.3926
1,1863,3,2.5,12120,2012,8,212500,13,51,0,0,2,1,1,2552019.085,351547.9291
1,1820,3,2,14400,2012,4,230000,13,36,1,0,1,1,1,2546200.987,350889.7967
1,1797,3,2,9450,2012,8,215000,13,31,1,0,1,1,1,2549922.994,353336.9069
1,1726,4,2,7800,2012,6,168000,13,46,1,0,0,1,1,2551980.68,353386.1391
1,1666,3,1.5,10660,2012,11,176000,13,46,1,0,0,1,1,2551500.241,353099.832
1,1663,3,2.5,9100,2012,10,217500,13,48,1,0,1,1,1,2553341.251,351615.5082
1,1660,3,1.5,10640,2012,5,164000,13,51,1,0,0,1,1,2550951.716,347683.5722
1,1650,3,2,20001,2012,5,203000,13,56,0,0,2,1,1,2551165.348,349664.9518
1,1644,3,1.5,14250,2012,11,190000,13,38,1,0,1,1,1,2546296.547,350892.0983
1,1510,4,2,12127,2012,10,180000,13,52,0,0,1,1,1,2545357.895,349939.8591
1,1466,3,1.5,8520,2012,8,196750,13,37,1,0,1,1,1,2550044.85,349213.0552
1,1465,3,1.5,9840,2012,5,146000,13,39,1,0,0,1,1,2551968.887,352696.0044
1,1463,2,1,8640,2012,3,122000,13,44,1,0,1,1,1,2552586.554,354803.185
1,1428,3,1.5,7200,2012,10,184000,13,49,1,0,1,1,1,2552626.795,354029.8539
1,1427,3,1.5,9600,2012,6,180000,13,49,1,0,0,1,1,2549746.407,346435.5255
1,1411,4,1.5,9000,2012,6,162000,13,51,1,0,0,1,1,2551910.858,347025.1876
1,1361,3,1.5,10665,2012,12,172000,13,38,1,0,0,1,1,2553578.691,352089.1051
1,1346,3,2,20663,2012,11,210000,13,58,1,0,2,1,1,2552478.072,351970.2021
1,1338,3,2.5,7626,2012,6,174000,13,36,1,0,1,1,1,2556433.585,352465.204
1,1304,3,2,11528,2012,9,175000,13,57,1,0,0,1,1,2551187.287,352358.8257
1,1298,3,1.5,20086,2012,10,150000,13,46,1,0,0,1,1,2552649.204,347259.4807
1,1275,4,2,6000,2012,9,127000,13,51,1,0,0,0,1,2550255.779,359531.1254
1,1267,3,1.5,8520,2012,10,95000,13,52,1,0,0,1,1,2545063.498,348889.9905
1,1242,3,1.5,10480,2012,3,147500,13,49,1,0,0,1,1,2553602.601,351430.1597
1,1208,3,1,8260,2012,9,113000,13,56,1,0,0,1,1,2553771.312,359253.7843
1,1208,3,1,8260,2012,11,129900,13,54,1,0,0,1,1,2553179.189,359405.3003
1,1194,3,1,8300,2012,8,107000,13,58,0,0,0,1,1,2558921.946,357333.5965
1,1188,3,2,4884,2012,5,122000,13,59,1,0,0,1,1,2559635.61,357507.8921
1,1181,3,1.5,8480,2012,5,124400,13,53,1,0,0,1,1,2549695.44,346324.6206
1,1174,3,1.5,9375,2012,6,160000,13,53,1,0,0,1,1,2547160.357,350273.9255
1,1168,3,1.5,8220,2012,10,141900,13,54,1,0,0,1,1,2553459.624,357573.3357
1,1168,3,1.5,7500,2012,8,130000,13,54,1,0,0,0,1,2553469.124,357382.2424
1,1161,3,1.5,6900,2012,2,119000,13,48,1,0,0,1,1,2551595.191,355586.7752
1,1150,3,2,6608,2012,5,117500,13,56,1,0,0,1,1,2553728.54,359032.1019
